customerID,Churn,Genero,Cliente_Jubilado,Pareja,Dependientes,Meses_Como_Cliente,Servicio_Telefonico,Multiples_Lineas,Servicio_Internet,Seguridad_Online,Copia_Seguridad_Online,Proteccion_Dispositivos,Soporte_Tecnico,Streaming_TV,Streaming_Peliculas,Contrato,Facturacion_Electronica,Metodo_Pago,Cargos_Mensuales,Cargos_Totales,Cuentas_Diarias
4805-ZRGEZ,False,Hombre,True,True,False,61,True,Yes,DSL,No,Yes,No,No,No,Yes,Anual,False,Bank transfer (automatic),64.05,3902.6,2.13
4806-DXQCE,False,Mujer,True,True,False,70,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Bianual,True,Electronic check,113.65,7714.65,3.79
4806-HIPDW,True,Mujer,False,True,False,1,True,No,Fiber optic,No,No,No,No,No,No,Mensual,True,Electronic check,68.95,68.95,2.3
4806-KEXQR,True,Hombre,False,False,False,4,True,No,Fiber optic,No,No,No,No,No,Yes,Mensual,True,Electronic check,79.9,324.3,2.66
4807-IZYOZ,False,Mujer,False,False,False,51,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bianual,False,Bank transfer (automatic),20.65,1020.75,0.69
4808-YNLEU,False,Mujer,False,True,False,35,True,No,DSL,Yes,No,No,No,Yes,No,Anual,True,Bank transfer (automatic),62.15,2215.45,2.07
4811-JBUVU,False,Hombre,False,False,False,30,True,Yes,Fiber optic,No,No,No,Yes,No,Yes,Mensual,True,Credit card (automatic),89.9,2723.15,3.0
4813-HQMGZ,False,Mujer,False,True,False,8,True,Yes,Fiber optic,No,No,No,Yes,No,Yes,Mensual,True,Electronic check,90.25,743.75,3.01
4815-GBTCD,False,Mujer,False,True,False,4,False,No phone service,DSL,No,No,No,No,No,No,Mensual,True,Electronic check,25.15,99.95,0.84
4815-TUMEQ,False,Mujer,False,False,False,10,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Anual,True,Mailed check,19.3,185.2,0.64
4815-YOSUK,False,Hombre,False,True,True,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Anual,True,Credit card (automatic),104.9,7537.5,3.5
4816-JBHOV,True,Hombre,True,False,False,2,True,No,DSL,No,No,No,No,No,No,Mensual,True,Electronic check,44.7,93.7,1.49
4816-LXZYW,True,Mujer,False,False,False,23,True,Yes,Fiber optic,No,Yes,No,No,No,No,Mensual,True,Electronic check,79.15,1676.95,2.64
4816-OKWNX,False,Hombre,False,True,True,50,True,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Anual,True,Bank transfer (automatic),103.4,5236.4,3.45
4817-KEQSP,False,Mujer,False,True,True,71,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bianual,False,Bank transfer (automatic),19.85,1326.35,0.66
4817-QRJSX,True,Mujer,False,False,False,10,True,Yes,Fiber optic,No,Yes,No,No,No,No,Mensual,True,Credit card (automatic),81.0,818.05,2.7
4817-VYYWS,True,Mujer,False,False,False,30,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Mensual,True,Electronic check,100.2,2983.8,3.34
4818-DRBQT,True,Hombre,False,True,False,29,True,Yes,Fiber optic,No,Yes,No,No,No,No,Mensual,True,Bank transfer (automatic),80.15,2265.25,2.67
4818-QIUFN,True,Mujer,True,False,False,20,True,Yes,Fiber optic,Yes,No,No,No,No,No,Mensual,True,Electronic check,79.15,1520.9,2.64
4819-HJPIW,False,Hombre,False,False,False,18,False,No phone service,DSL,No,No,No,No,No,No,Mensual,False,Mailed check,25.15,476.8,0.84
4821-SJHJV,False,Mujer,False,True,True,32,True,Yes,Fiber optic,Yes,No,No,No,Yes,No,Mensual,False,Electronic check,89.6,2901.8,2.99
4821-WQOYN,False,Mujer,False,True,True,72,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bianual,True,Credit card (automatic),20.1,1326.25,0.67
4822-LPTYJ,False,Hombre,False,True,False,72,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Bianual,True,Bank transfer (automatic),103.75,7346.2,3.46
4822-NGOCH,True,Mujer,False,False,False,13,True,Yes,Fiber optic,No,Yes,Yes,No,No,No,Mensual,True,Electronic check,84.45,1058.6,2.82
4822-RVYBB,True,Hombre,True,False,False,8,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Mensual,True,Electronic check,100.6,819.4,3.35
4822-YCXMX,True,Hombre,False,False,False,25,True,Yes,Fiber optic,No,No,No,No,No,Yes,Mensual,True,Electronic check,84.8,2043.45,2.83
4824-GUCBY,False,Mujer,True,False,False,22,True,No,Fiber optic,Yes,Yes,No,No,No,No,Mensual,False,Electronic check,81.7,1820.9,2.72
4825-FUREZ,False,Hombre,False,True,False,42,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bianual,False,Electronic check,20.25,835.5,0.68
4825-XJGDM,False,Mujer,False,False,False,61,False,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Anual,False,Credit card (automatic),43.7,2696.55,1.46
4826-DXMUP,False,Hombre,False,False,True,35,True,No,DSL,No,No,No,Yes,Yes,Yes,Anual,True,Mailed check,72.1,2495.15,2.4
4826-TZEVA,False,Mujer,False,False,False,40,True,No,Fiber optic,No,Yes,No,No,No,No,Mensual,False,Credit card (automatic),74.8,2971.7,2.49
4826-XTSOH,True,Hombre,True,True,False,1,True,Yes,Fiber optic,No,No,No,No,Yes,No,Mensual,True,Electronic check,86.05,86.05,2.87
4827-DPADN,False,Mujer,False,True,True,72,True,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Bianual,True,Bank transfer (automatic),83.3,6042.7,2.78
4827-LTQRJ,False,Mujer,True,True,True,66,True,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Anual,True,Credit card (automatic),110.6,7210.85,3.69
4827-USJHP,False,Hombre,False,False,False,20,True,No,DSL,No,Yes,No,No,No,No,Mensual,True,Mailed check,51.8,1023.85,1.73
4828-FAZPK,False,Mujer,False,True,True,16,True,Yes,Fiber optic,No,Yes,No,No,No,No,Mensual,True,Credit card (automatic),79.95,1267.95,2.66
4829-AUOAX,True,Mujer,False,False,False,46,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Mensual,False,Bank transfer (automatic),96.05,4399.5,3.2
4829-ZLJTK,False,Mujer,True,True,False,72,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Bianual,True,Electronic check,112.4,8046.85,3.75
4830-FAXFM,False,Hombre,False,False,True,19,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,True,Credit card (automatic),24.1,439.2,0.8
4831-EOBFE,True,Hombre,False,True,True,29,True,No,Fiber optic,Yes,No,No,No,Yes,Yes,Mensual,False,Credit card (automatic),94.65,2649.15,3.16
4832-VRBMR,False,Hombre,True,True,False,65,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Anual,True,Bank transfer (automatic),103.15,6792.45,3.44
4833-QTJNO,False,Hombre,True,True,False,67,True,Yes,Fiber optic,Yes,Yes,No,No,No,No,Mensual,False,Bank transfer (automatic),83.85,5588.8,2.8
4835-YSJMR,False,Hombre,False,False,False,39,True,No,DSL,No,No,No,Yes,No,No,Bianual,True,Bank transfer (automatic),49.8,1971.15,1.66
4836-WNFNO,False,Mujer,False,True,False,72,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bianual,False,Credit card (automatic),25.0,1849.2,0.83
4837-PZTIC,False,Mujer,False,False,False,47,False,No phone service,DSL,Yes,No,Yes,Yes,No,No,Bianual,False,Mailed check,41.9,1875.25,1.4
4837-QUSFT,False,Mujer,False,True,False,65,True,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Anual,True,Bank transfer (automatic),100.15,6643.5,3.34
4840-ORQXB,False,Mujer,True,False,False,56,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Mensual,False,Electronic check,104.75,5841.35,3.49
4844-JJWUY,True,Mujer,True,False,False,1,True,No,Fiber optic,No,Yes,No,No,No,Yes,Mensual,True,Electronic check,86.0,86.0,2.87
4846-WHAFZ,True,Mujer,True,True,False,37,True,Yes,Fiber optic,No,No,No,No,No,No,Mensual,True,Electronic check,76.5,2868.15,2.55
4847-QNOKA,True,Mujer,False,False,False,1,True,No,DSL,No,No,No,No,No,No,Mensual,True,Bank transfer (automatic),44.9,44.9,1.5
4847-TAJYI,False,Mujer,True,False,False,6,True,No,Fiber optic,No,No,No,No,Yes,Yes,Mensual,True,Electronic check,89.35,567.8,2.98
4849-PYRLQ,False,Mujer,True,False,False,56,True,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Bianual,False,Bank transfer (automatic),73.25,4054.2,2.44
4851-BQDNX,False,Hombre,False,True,True,40,True,No,Fiber optic,No,No,Yes,No,Yes,No,Anual,True,Electronic check,85.05,3355.65,2.84
4853-OITSN,False,Hombre,False,True,False,5,True,Yes,Fiber optic,Yes,No,No,No,No,Yes,Mensual,True,Electronic check,89.15,413.25,2.97
4853-RULSV,True,Hombre,False,False,False,70,True,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Bianual,True,Credit card (automatic),104.0,7250.15,3.47
4854-CIDCF,False,Mujer,True,False,False,3,True,No,Fiber optic,No,No,Yes,No,No,No,Mensual,False,Electronic check,73.85,196.4,2.46
4854-SSLTN,False,Hombre,False,True,True,2,True,No,DSL,Yes,Yes,No,Yes,No,No,Bianual,False,Mailed check,59.5,130.5,1.98
4855-SNKMY,True,Mujer,False,False,False,1,True,No,DSL,No,No,No,No,No,No,Mensual,True,Electronic check,44.1,44.1,1.47
4859-ZSRDZ,False,Mujer,False,True,True,58,False,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Bianual,True,Credit card (automatic),55.5,3166.9,1.85
4860-IJUDE,False,Hombre,False,False,False,13,True,No,Fiber optic,Yes,No,No,No,No,No,Mensual,True,Credit card (automatic),73.75,956.65,2.46
4860-YZGZM,False,Hombre,False,False,False,10,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,False,Electronic check,20.0,185.4,0.67
4868-AADLV,False,Hombre,True,True,True,66,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Anual,True,Electronic check,116.25,7862.25,3.88
4869-EPIUS,False,Hombre,False,True,False,56,True,No,Fiber optic,No,No,No,No,No,Yes,Anual,True,Electronic check,80.9,4557.5,2.7
4871-JTKJF,True,Mujer,True,False,False,1,True,No,Fiber optic,No,No,No,No,No,No,Mensual,True,Electronic check,69.65,69.65,2.32
4872-JCVCA,False,Mujer,False,True,False,71,False,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Bianual,True,Bank transfer (automatic),47.6,3377.8,1.59
4872-VXRIL,False,Hombre,False,False,False,56,True,Yes,DSL,Yes,Yes,No,Yes,No,No,Anual,True,Bank transfer (automatic),64.65,3665.55,2.16
4873-ILOLJ,True,Hombre,False,False,False,24,True,No,Fiber optic,No,No,No,No,Yes,Yes,Mensual,True,Electronic check,90.35,2238.5,3.01
4877-EVATK,True,Hombre,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,False,Mailed check,20.0,20.0,0.67
4877-TSOFF,False,Mujer,False,True,True,55,True,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Anual,True,Bank transfer (automatic),75.75,4264.25,2.52
4878-BUNFV,False,Hombre,False,True,True,42,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bianual,False,Mailed check,20.7,828.85,0.69
4878-SMQBX,False,Mujer,False,False,False,2,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,False,Bank transfer (automatic),18.75,53.15,0.62
4879-GZLFH,False,Mujer,False,True,True,42,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,Mensual,True,Electronic check,92.15,3875.4,3.07
4881-GQJTW,False,Hombre,False,False,False,14,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,False,Credit card (automatic),19.6,300.4,0.65
4881-JVQOD,False,Hombre,True,True,True,10,False,No phone service,DSL,No,No,No,No,No,Yes,Mensual,True,Bank transfer (automatic),34.55,362.6,1.15
4883-KCPZJ,False,Mujer,False,True,True,22,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bianual,False,Credit card (automatic),25.25,555.4,0.84
4883-QICIH,True,Hombre,False,True,True,32,True,No,Fiber optic,No,No,No,No,No,No,Mensual,True,Bank transfer (automatic),69.75,2347.9,2.33
4884-LEVMQ,False,Hombre,False,True,False,39,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bianual,True,Bank transfer (automatic),20.45,790.0,0.68
4884-TVUQF,False,Mujer,True,False,False,57,True,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Bianual,False,Credit card (automatic),101.3,5779.6,3.38
4884-ZTHVF,False,Mujer,True,False,False,8,True,No,Fiber optic,No,Yes,No,No,Yes,No,Mensual,True,Electronic check,87.1,713.6,2.9
4890-VMUAV,False,Hombre,False,False,False,63,True,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Anual,False,Electronic check,71.5,4576.3,2.38
4891-NLUBA,False,Mujer,False,True,True,61,False,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Bianual,True,Bank transfer (automatic),61.45,3751.15,2.05
4892-VLANZ,True,Hombre,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,False,Mailed check,19.8,19.8,0.66
4893-GYUJU,False,Mujer,False,False,False,50,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Anual,True,Mailed check,19.35,1033.0,0.64
4895-TMWIR,True,Hombre,True,True,False,11,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,False,Mailed check,19.95,214.75,0.66
4896-CPRPF,False,Hombre,False,True,True,35,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bianual,False,Bank transfer (automatic),25.45,809.25,0.85
4897-QSUYC,True,Mujer,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,True,Mailed check,20.15,20.15,0.67
4900-MSOMT,False,Mujer,False,True,True,72,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Bianual,False,Bank transfer (automatic),80.2,5714.2,2.67
4902-OHLSK,True,Mujer,True,False,False,29,True,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Mensual,False,Electronic check,98.65,2862.75,3.29
4903-CNOZC,False,Hombre,False,False,False,29,True,Yes,DSL,No,Yes,Yes,No,No,Yes,Anual,False,Credit card (automatic),70.9,1964.6,2.36
4903-UYAVB,True,Hombre,False,True,False,5,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,False,Mailed check,19.35,126.05,0.64
4905-JEFDW,True,Hombre,False,False,False,11,False,No phone service,DSL,No,No,Yes,No,Yes,No,Anual,True,Electronic check,41.6,470.6,1.39
4906-ZHGPK,False,Hombre,False,True,True,54,True,Yes,DSL,No,Yes,No,Yes,Yes,No,Anual,True,Electronic check,70.7,3770.0,2.36
4908-XAXAY,False,Mujer,True,False,False,49,True,No,Fiber optic,No,Yes,Yes,No,No,Yes,Anual,True,Bank transfer (automatic),89.85,4287.2,2.99
4909-JOUPP,False,Hombre,True,True,False,72,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Bianual,False,Credit card (automatic),109.7,7898.45,3.66
4910-AQFFX,True,Hombre,False,True,True,9,True,Yes,Fiber optic,No,No,Yes,No,No,No,Mensual,True,Bank transfer (automatic),79.35,661.25,2.64
4910-GMJOT,True,Mujer,False,False,False,1,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Mensual,True,Electronic check,94.6,94.6,3.15
4911-BANWH,True,Mujer,False,False,True,31,True,Yes,Fiber optic,No,No,No,No,Yes,No,Mensual,True,Credit card (automatic),86.55,2697.4,2.88
4912-PIGUY,False,Mujer,False,False,False,1,True,Yes,Fiber optic,No,No,No,No,Yes,No,Mensual,True,Electronic check,84.6,84.6,2.82
4913-EHYUI,True,Hombre,True,True,True,56,True,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Anual,True,Bank transfer (automatic),104.55,5794.65,3.48
4915-BFSXL,False,Hombre,False,True,True,70,True,Yes,DSL,Yes,No,Yes,No,Yes,No,Bianual,False,Credit card (automatic),68.95,4858.7,2.3
4918-FYJNT,False,Mujer,True,True,False,55,True,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Mensual,False,Electronic check,90.45,5044.8,3.02
4918-QLLIW,True,Hombre,False,False,False,3,True,No,DSL,No,No,No,No,Yes,No,Mensual,False,Credit card (automatic),53.4,188.7,1.78
4919-IKATY,True,Hombre,False,True,True,5,True,Yes,Fiber optic,Yes,No,Yes,No,No,No,Mensual,True,Electronic check,84.5,453.75,2.82
4919-MOAVT,True,Hombre,False,False,True,3,True,No,Fiber optic,No,No,No,No,No,No,Mensual,False,Electronic check,69.65,220.1,2.32
4922-CVPDX,False,Mujer,False,True,False,26,True,No,DSL,No,Yes,Yes,No,Yes,Yes,Bianual,True,Credit card (automatic),73.5,1905.7,2.45
4923-ADWXJ,False,Mujer,False,False,False,25,True,No,DSL,No,Yes,No,Yes,No,Yes,Mensual,True,Bank transfer (automatic),65.8,1679.65,2.19
4925-LMHOK,True,Hombre,False,False,False,15,True,Yes,DSL,No,Yes,No,Yes,No,No,Mensual,True,Credit card (automatic),58.6,939.7,1.95
4926-UMJZD,False,Mujer,False,True,False,31,True,No,DSL,No,No,No,Yes,No,No,Mensual,True,Mailed check,49.2,1498.55,1.64
4927-WWOOZ,False,Hombre,False,True,False,2,True,Yes,Fiber optic,No,No,Yes,No,Yes,No,Mensual,True,Electronic check,91.45,171.45,3.05
4929-BSTRX,True,Mujer,False,False,False,1,True,No,DSL,No,No,No,No,Yes,No,Mensual,True,Mailed check,53.55,53.55,1.78
4929-ROART,False,Hombre,False,False,False,18,True,Yes,DSL,Yes,No,No,No,No,No,Mensual,False,Mailed check,56.25,969.85,1.88
4929-XIHVW,False,Hombre,True,True,False,2,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,Mensual,True,Credit card (automatic),95.5,181.65,3.18
4931-TRZWN,False,Mujer,False,False,False,13,True,No,DSL,Yes,No,No,No,Yes,Yes,Mensual,True,Electronic check,71.95,923.85,2.4
4933-BSAIP,False,Mujer,False,True,False,40,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bianual,False,Mailed check,19.1,780.1,0.64
4933-IKULF,False,Mujer,True,False,False,17,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Anual,False,Mailed check,20.65,330.6,0.69
4936-YPJNK,False,Mujer,False,False,False,10,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,True,Mailed check,19.9,199.45,0.66
4937-QPZPO,False,Hombre,False,True,True,61,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Anual,True,Electronic check,99.9,6241.35,3.33
4939-KYYPY,False,Hombre,False,False,False,27,True,Yes,DSL,No,No,Yes,Yes,No,No,Mensual,False,Electronic check,59.45,1611.65,1.98
4940-KHCWD,False,Mujer,False,True,False,60,False,No phone service,DSL,Yes,Yes,No,Yes,No,No,Bianual,False,Bank transfer (automatic),37.7,2288.7,1.26
4942-VZZOM,False,Hombre,False,True,False,64,True,Yes,DSL,Yes,No,No,No,Yes,No,Anual,True,Credit card (automatic),66.15,4392.5,2.2
4945-RVMTE,False,Mujer,False,False,False,28,True,No,DSL,No,No,Yes,No,Yes,No,Mensual,True,Bank transfer (automatic),59.55,1646.45,1.98
4946-EDSEW,True,Mujer,False,True,True,11,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,True,Mailed check,19.25,180.3,0.64
4946-VTTND,False,Hombre,False,True,False,8,True,No,Fiber optic,Yes,No,No,No,No,No,Mensual,True,Mailed check,75.0,658.1,2.5
4947-DSMXK,False,Hombre,False,True,True,34,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Mensual,True,Bank transfer (automatic),97.7,3410.0,3.26
4948-WBBKL,False,Mujer,True,False,False,36,True,Yes,Fiber optic,No,No,No,No,No,No,Mensual,True,Bank transfer (automatic),74.9,2659.45,2.5
4950-BDEUX,False,Hombre,False,False,False,35,False,No phone service,DSL,No,No,Yes,No,Yes,Yes,Mensual,False,Electronic check,49.2,1701.65,1.64
4950-HKQTE,False,Mujer,False,False,False,22,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bianual,False,Mailed check,26.25,605.9,0.88
4951-UKAAQ,True,Mujer,False,False,False,4,True,Yes,Fiber optic,No,Yes,No,No,No,Yes,Mensual,True,Electronic check,88.95,355.2,2.97
4952-YSOGZ,True,Mujer,False,True,True,4,True,Yes,Fiber optic,No,No,No,No,No,Yes,Mensual,True,Electronic check,85.95,381.3,2.86
4955-VCWBI,False,Mujer,False,True,True,43,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Anual,False,Mailed check,20.0,817.95,0.67
4957-SREEC,False,Hombre,False,True,True,70,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bianual,False,Credit card (automatic),20.35,1458.1,0.68
4957-TIALW,False,Mujer,False,False,True,15,True,No,DSL,Yes,Yes,Yes,Yes,No,No,Anual,False,Credit card (automatic),65.6,1010.0,2.19
4957-TREIR,False,Hombre,False,False,False,3,True,No,DSL,Yes,No,No,Yes,Yes,No,Mensual,True,Credit card (automatic),64.4,195.65,2.15
4958-GZWIY,True,Hombre,False,True,True,7,True,No,DSL,No,No,Yes,No,No,No,Mensual,False,Electronic check,48.7,340.25,1.62
4958-XCBDQ,True,Hombre,True,False,False,35,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Mensual,True,Electronic check,101.4,3496.3,3.38
4959-JOSRX,True,Mujer,False,True,False,2,True,No,DSL,No,No,No,No,No,No,Mensual,True,Credit card (automatic),44.6,80.55,1.49
4962-CHQPW,False,Hombre,False,False,True,29,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Anual,False,Mailed check,19.85,535.05,0.66
4967-WPNCF,False,Hombre,False,False,False,72,False,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Bianual,True,Bank transfer (automatic),63.7,4464.8,2.12
4971-PUYQO,True,Mujer,False,False,False,27,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Mensual,True,Mailed check,94.55,2724.6,3.15
4973-MGTON,False,Mujer,False,True,False,71,True,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Bianual,True,Credit card (automatic),84.4,5969.3,2.81
4973-RLZVI,False,Mujer,False,False,False,30,True,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Anual,False,Credit card (automatic),74.65,2308.6,2.49
4976-LNFVV,False,Hombre,True,True,False,19,False,No phone service,DSL,No,Yes,Yes,No,No,No,Mensual,True,Credit card (automatic),34.3,577.15,1.14
4979-HPRFL,False,Hombre,False,True,True,56,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bianual,False,Bank transfer (automatic),24.15,1402.25,0.8
4980-URKXC,False,Hombre,False,True,False,36,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Anual,False,Bank transfer (automatic),20.85,720.05,0.7
4981-FLTMF,False,Mujer,False,True,True,57,True,Yes,DSL,Yes,Yes,No,Yes,No,No,Mensual,False,Bank transfer (automatic),65.2,3687.85,2.17
4983-CCWMC,False,Hombre,False,False,False,3,True,No,Fiber optic,No,No,No,No,No,No,Mensual,True,Mailed check,69.6,207.4,2.32
4983-CLMLV,False,Mujer,False,True,False,52,True,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Mensual,True,Credit card (automatic),102.7,5138.1,3.42
4986-MXSFP,False,Mujer,False,False,False,2,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,True,Mailed check,20.0,40.9,0.67
4987-GQWPO,False,Hombre,False,False,False,17,False,No phone service,DSL,No,No,No,No,No,No,Mensual,False,Credit card (automatic),25.1,382.8,0.84
4988-BNLTU,False,Hombre,False,False,False,30,True,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Mensual,True,Bank transfer (automatic),100.4,2936.25,3.35
4988-IQIGL,True,Hombre,True,False,False,1,True,Yes,Fiber optic,No,No,No,No,No,No,Mensual,True,Electronic check,75.35,75.35,2.51
4988-RZJHG,False,Mujer,False,True,False,8,True,Yes,Fiber optic,No,No,No,No,No,Yes,Mensual,True,Electronic check,84.9,764.95,2.83
4989-LIXVT,False,Hombre,True,False,False,68,True,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Mensual,True,Electronic check,95.9,6503.2,3.2
4990-ALDGW,False,Hombre,False,False,False,57,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bianual,False,Mailed check,20.75,1118.8,0.69
4992-LTJNE,False,Hombre,False,True,True,72,True,Yes,DSL,Yes,No,No,No,No,No,Bianual,False,Bank transfer (automatic),55.3,3983.6,1.84
4993-JCRGJ,False,Hombre,False,False,False,26,True,Yes,Fiber optic,No,No,Yes,Yes,No,No,Mensual,True,Mailed check,84.3,2281.6,2.81
4994-OBRSZ,False,Hombre,False,False,True,14,True,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Bianual,False,Bank transfer (automatic),76.1,1054.8,2.54
4998-IKFSE,False,Mujer,False,False,False,30,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Mensual,False,Electronic check,100.45,3096.9,3.35
4999-IEZLT,False,Hombre,False,False,False,66,False,No phone service,DSL,No,No,No,Yes,No,No,Anual,False,Credit card (automatic),29.45,1983.15,0.98
5002-GCQFH,False,Hombre,False,True,False,49,True,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Mensual,True,Bank transfer (automatic),93.85,4733.1,3.13
5003-OKNNK,False,Mujer,False,True,True,15,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Anual,False,Credit card (automatic),20.35,335.95,0.68
5003-XZWWO,False,Hombre,False,True,False,71,True,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Bianual,False,Credit card (automatic),84.2,5956.85,2.81
5006-MXVRN,False,Mujer,False,False,False,39,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bianual,False,Credit card (automatic),20.7,762.45,0.69
5010-IPEAQ,False,Mujer,False,True,True,67,False,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Bianual,False,Credit card (automatic),54.2,3623.95,1.81
5012-YSPJJ,False,Hombre,False,True,True,31,True,No,DSL,No,No,Yes,Yes,No,No,Mensual,False,Mailed check,54.35,1647.0,1.81
5013-SBUIH,True,Mujer,False,False,False,50,True,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Bianual,True,Electronic check,109.65,5551.15,3.66
5014-GSOUQ,False,Hombre,False,False,False,13,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bianual,False,Mailed check,19.95,243.65,0.66
5014-WUQMG,False,Hombre,False,True,True,47,True,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Anual,True,Electronic check,96.1,4391.45,3.2
5016-ETTFF,True,Hombre,False,False,False,10,False,No phone service,DSL,No,No,Yes,No,No,No,Mensual,False,Mailed check,29.5,255.25,0.98
5016-IBERQ,False,Hombre,False,True,False,23,True,Yes,Fiber optic,No,Yes,Yes,No,No,No,Mensual,False,Electronic check,84.25,1968.1,2.81
